Sample REF	CE38B8DE-D287-4DAE-931F-F23BE4E9B4DA
N-Cadherin-R-V	-0.14329455725
N-Ras-M-V	-0.02989797425
NDRG1_pT346-R-V	0.12364735075
NF-kB-p65_pS536-R-C	0.05101179875
NF2-R-C	-0.24453019625
Notch1-R-V	0.11601895425
P-Cadherin-R-C	-0.05572641625
p21-R-V	-0.25572601825
p27-R-V	0.24254649175
p27_pT157-R-C	-0.15754049375
p27_pT198-R-V	0.00394933675000003
p38_MAPK-R-V	0.28221142475
p38_pT180_Y182-R-V	0.38677365275
p53-R-E	-0.10480241775
p62-LCK-ligand-M-C	-0.00270355924999999
p70S6K-R-V	-2.07452500000094e-05
p70S6K_pT389-R-V	-0.15185535675
p90RSK-R-C	0.12147184525
p90RSK_pT359_S363-R-C	-0.0470583747499999
PAI-1-M-E	1.09565510075
PARP_cleaved-M-E	-0.13588927475
PARP1-R-V	-1.18956765125
Paxillin-R-C	-0.05997940225
PCNA-M-C	-0.47280345125
PDCD4-R-C	-0.23997334025
PDK1-R-V	0.12423562775
PDK1_pS241-R-V	0.27990859125
PEA15-R-V	0.26827599275
PEA15_pS116-R-V	0.11068616225
PI3K-p110-alpha-R-C	0.06773554825
PI3K-p85-R-V	0.25030128125
PKC-alpha-M-V	0.21865166875
PKC-alpha_pS657-R-C	0.31374270425
PKC-delta_pS664-R-V	-0.12315839275
PKC-pan_BetaII_pS660-R-V	0.13259447825
PR-R-V	0.04935098375
PRAS40_pT246-R-V	0.00744542225000006
PRDX1-R-V	-0.73136292975
PREX1-R-E	-0.26218863875
PTEN-R-V	0.18079550875
Rab11-R-E	0.01988867925
Rab25-R-V	-0.56960484275
Rad50-M-V	-0.15608873175
Rad51-R-V	-0.26876102125
Raptor-R-V	0.21911662575
Rb-M-E	0.08302655525
Rb_pS807_S811-R-V	-0.26119307775
RBM15-R-V	-0.19172908975
Rictor-R-C	0.80973993775
Rictor_pT1135-R-V	0.22874831875
S6-R-E	-0.28099087875
S6_pS235_S236-R-V	0.18247042875
S6_pS240_S244-R-V	0.19647495525
SCD-M-V	-0.16103185175
SETD2-R-E	-0.07859890275
SF2-M-V	-0.27103233925
Shc_pY317-R-E	-0.0346914762500001
Smac-M-E	-0.44575283975
Smad1-R-V	0.0889795282500001
Smad3-R-V	-0.0618923117499999
Smad4-M-V	-0.18746018275
Snail-M-E	-0.20999268575
Src-M-V	0.0418174822500001
Src_pY416-R-C	0.0806812042500001
Src_pY527-R-V	0.52912105075
STAT3_pY705-R-V	0.26140651875
STAT5-alpha-R-V	0.17637663925
Stathmin-R-V	-0.17162031675
Syk-M-V	0.13959661425
TAZ-R-V	0.19144683125
TFRC-R-V	-0.08398808875
TIGAR-R-V	-0.36826241775
Transglutaminase-M-V	0.01151077375
TSC1-R-C	0.12626292675
TTF1-R-V	-0.17673739575
Tuberin-R-E	-0.0112471132500001
Tuberin_pT1462-R-V	0.20562925175
VEGFR2-R-V	0.11428493975
EPPK1-M-E	-0.58068125025
XBP1-G-C	0.47011756825
XRCC1-R-E	-0.24240317375
YAP-R-E	0.14618520075
YAP_pS127-R-E	0.51523430275
YB-1-R-V	0.21065443625
YB-1_pS102-R-V	0.0310588692500001
A-Raf-R-V	-0.0519095147499999
ARID1A-R-C	-0.08532235325
B-Raf_pS445-R-V	-0.22314785175
Bcl2A1-R-V	0.02231654575
BRD4-R-V	-0.20216272725
c-Abl-R-V	-0.05443900675
Caspase-3-R-C	-0.0286495322500002
CD26-R-V	-0.10685172275
Chk1_pS296-R-V	-0.0451657807499999
COG3-R-V	0.03627940825
DUSP4-R-V	-0.0719166462500004
ERCC5-R-C	-0.0952321532500001
IGF1R_pY1135_Y1136-R-V	-0.0209546692499999
IRF-1-R-C	0.09820102025
Jak2-R-V	0.00202738824999998
p16_INK4a-R-V	0.24102952525
SHP-2_pY542-R-C	0.0468748312499999
CDK1_pY15-R-C	-0.13183665425
